"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72219013874","2020-05-11T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37","56",,,"+0.01","8","49","30.12",,"29.02","9.94","47","280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072219 32966 02805 10133 20028 39828 40199 58004 90552 333 10206 20056 555 91106=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","37","56","0.00",,,,"49","30.10","CLR:00","29.02","10.00","47","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/20 01:52:02 METAR KATL 110652Z 28008KT 10SM CLR 13/03 A3012 RMK AO2 SLP193 T01330028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","37","56","0.00",,,,"49","30.09","CLR:00","29.00","10.00","47","270",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/20 02:52:02 METAR KATL 110752Z 27007KT 10SM CLR 13/03 A3010 RMK AO2 SLP190 T01330028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","38","55","0.00",,"+0.00","5","53","30.11","CLR:00","29.03","10.00","47","310",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10105/11/20 03:52:02 METAR KATL 110852Z 31013KT 10SM CLR 13/03 A3013 RMK AO2 SLP198 T01280033 55000 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T04:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","40","52","0.00",,,,"64","30.13","FEW:02 250","29.04","10.00","46","330",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/20 04:52:02 METAR KATL 110952Z 33012KT 10SM FEW250 11/04 A3014 RMK AO2 SLP202 T01110044 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T05:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","37","51","0.00",,,,"59","30.16","FEW:02 55","29.06","10.00","44","330",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/20 05:52:02 METAR KATL 111052Z 33011KT 10SM FEW055 11/03 A3016 RMK AO2 SLP212 T01060028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T06:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","35","52","0.00",,"-0.06","3","53","30.18","CLR:00","29.09","10.00","44","330",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/11/20 06:52:02 METAR KATL 111152Z 33012KT 10SM CLR 11/02 A3019 RMK AO2 SLP221 T01110017 10139 20106 53020 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","52",,,"-0.06","3","53","30.18",,"29.08","9.94","44","330",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072219 32966 03312 10111 20017 39848 40221 53020 91152 333 10233 20106 555 91112=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T07:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","33","55","0.00",,,,"44","30.20","CLR:00","29.11","10.00","45","330",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/20 07:52:02 METAR KATL 111252Z 33012KT 10SM CLR 13/01 A3021 RMK AO2 SLP227 T01280006 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T08:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","31","58","0.00",,,,"36","30.21","CLR:00","29.12","10.00","46","320",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09705/11/20 08:52:02 METAR KATL 111352Z 32012KT 10SM CLR 14/M01 A3022 RMK AO2 SLP231 T01441006 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T09:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","29","60","0.00",,"-0.04","1","31","30.22","CLR:00","29.13","10.00","46","340","24","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10605/11/20 09:52:02 METAR KATL 111452Z 34014G21KT 10SM CLR 16/M02 A3023 RMK AO2 SLP234 T01561017 51012 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T10:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","30","63","0.00",,,,"29","30.21","CLR:00","29.12","10.00","48","320","25","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/11/20 10:52:02 METAR KATL 111552Z 32014G22KT 10SM CLR 17/M01 A3022 RMK AO2 SLP231 T01721011 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T11:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","33","63","0.00",,,,"33","30.20","FEW:02 65","29.11","10.00","49","330",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09905/11/20 11:52:02 METAR KATL 111652Z 33015KT 10SM FEW065 17/01 A3021 RMK AO2 SLP228 T01720006 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T12:44:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","34","65",,,,,"32",,"FEW:02 70","29.09","10.00","50","280","23","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10605/11/20 12:44:02 SPECI KATL 111744Z 28014G20KT 10SM FEW070 18/01 A3019 RMK AO2 WSHFT 1729 T01830011 (KAF)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T12:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","33","66","0.00",,"+0.04","8","29","30.17","FEW:02 70","29.08","10.00","50","290","28","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13105/11/20 12:52:02 METAR KATL 111752Z 29016G24KT 10SM FEW070 19/01 A3018 RMK AO2 WSHFT 1729 SLP218 T01890006 10189 20111 58014 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T13:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","66",,,"+0.04","8","29","30.17","74","29.07","9.94","50","290",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08672219 32866 22916 10189 20006 39844 40218 58014 91752 333 10189 20111 91024 555 91118=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T13:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","33","66","0.00",,,,"29","30.16","FEW:02 75","29.07","10.00","50","320","22","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/11/20 13:52:02 METAR KATL 111852Z 32014G19KT 10SM FEW075 19/01 A3017 RMK AO2 SLP213 T01890006 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T14:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","34","68","0.00",,,,"28","30.15","FEW:02 200","29.06","10.00","51","320","23","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/11/20 14:52:02 METAR KATL 111952Z 32013G20KT 10SM FEW200 20/01 A3016 RMK AO2 SLP209 T02000011 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T15:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","33","67","0.00",,"+0.04","6","28","30.14","FEW:02 200","29.05","10.00","51","310",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/20 15:52:02 METAR KATL 112052Z 31009KT 10SM FEW200 19/01 A3015 RMK AO2 SLP206 T01940006 56012 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T16:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","33","67","0.00",,,,"28","30.14","FEW:02 200","29.05","10.00","51","300","24","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10105/11/20 16:52:02 METAR KATL 112152Z 30014G21KT 10SM FEW200 19/01 A3015 RMK AO2 SLP207 T01940006 (RF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T17:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","32","66","0.00",,,,"28","30.14","CLR:00","29.05","10.00","50","300",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/20 17:52:02 METAR KATL 112252Z 30012KT 10SM CLR 19/00 A3015 RMK AO2 SLP207 T01890000 (RF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T18:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","32","64","0.00",,"-0.01","3","30","30.15","CLR:00","29.06","10.00","49","300",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/11/20 18:52:02 METAR KATL 112352Z 30011KT 10SM CLR 18/00 A3016 RMK AO2 SLP210 T01780000 10206 20178 53002 (RF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T19:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","64",,,"-0.01","3","30","30.15",,"29.05","9.94","49","300",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072219 32966 03011 10178 20000 39838 40210 53002 92352 333 10206 20106 555 91200=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T19:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","31","61","0.00",,,,"32","30.16","CLR:00","29.06","10.00","47","300",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09105/11/20 19:52:01 METAR KATL 120052Z 30008KT 10SM CLR 16/M01 A3016 RMK AO2 SLP212 T01611006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T20:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","35","58","0.00",,,,"42","30.17","CLR:00","29.08","10.00","47","300",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09005/11/20 20:52:01 METAR KATL 120152Z 30005KT 10SM CLR 14/02 A3018 RMK AO2 SLP216 T01440017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T21:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","35","57","0.00",,"-0.03","2","44","30.18","CLR:00","29.08","10.00","47","310",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/11/20 21:52:01 METAR KATL 120252Z 31005KT 10SM CLR 14/02 A3018 RMK AO2 SLP219 T01390017 52009","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T22:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","35","55","0.00",,,,"47","30.18","CLR:00","29.08","10.00","46","320",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09005/11/20 22:52:02 METAR KATL 120352Z 32006KT 10SM CLR 13/02 A3018 RMK AO2 SLP219 T01280017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T23:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","36","53","0.00",,,,"52","30.18","CLR:00","29.09","10.00","45","310",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/11/20 23:52:02 METAR KATL 120452Z 31005KT 10SM CLR 12/02 A3019 RMK AO2 SLP220 T01170022 402060106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-11T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"34","60","40","30.16","29.06","48","12.1","0","-8.8","5","69","51","290","28","0.00","0","0.0","330","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 51AVERAGE STATION PRESSURE:29.060 MINIMUM SEA LEVEL PRESSURE:30.09 TIME OF OCCURRENCE:0341 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):12.1 24 HR AVG TEMP (F): 60DEPART FROM NORMAL: -9  HEATING DEGREE DAYS:  5 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):69  LATEST NIGHT MIN TEMP(1900-0800 LST):51 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0540","1929",,"2007-03-27"
"72219013874","2020-05-12T00:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","36","52","0.00",,"+0.00","8","55","30.18","CLR:00","29.08","10.00","45","320",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/12/20 00:52:02 METAR KATL 120552Z 32005KT 10SM CLR 11/02 A3018 RMK AO2 SLP219 T01110022 10178 20111 58000 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","52",,,,,"55","30.18",,"29.07","9.94","45","320",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072219 32966 03205 10111 20022 39844 40219 58000 90552 333 10178 20106 555 91206=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","35","51","0.00",,,,"54","30.18","CLR:00","29.08","10.00","44","340",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/12/20 01:52:02 METAR KATL 120652Z 34003KT 10SM CLR 11/02 A3018 RMK AO2 SLP219 T01060017 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","37","49","0.00",,,,"64","30.20","FEW:02 250","29.10","10.00","43","250",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/12/20 02:52:02 METAR KATL 120752Z 25003KT 10SM FEW250 09/03 A3020 RMK AO2 SLP226 T00940028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","36","49","0.00",,"-0.04","3","61","30.22","BKN:07 250","29.13","10.00","43","330",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10405/12/20 03:52:02 METAR KATL 120852Z 33004KT 10SM BKN250 09/02 A3023 RMK AO2 SLP234 T00940022 53015 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T04:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","37","50","0.00",,,,"61","30.23","SCT:04 90 SCT:04 200 BKN:07 250","29.14","10.00","44","320",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11205/12/20 04:52:02 METAR KATL 120952Z 32005KT 10SM SCT090 SCT200 BKN250 10/03 A3024 RMK AO2 SLP238 T01000028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T05:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","36","50","0.00",,,,"59","30.24","SCT:04 100 BKN:07 150 BKN:07 200","29.14","10.00","44","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11205/12/20 05:52:02 METAR KATL 121052Z 00000KT 10SM SCT100 BKN150 BKN200 10/02 A3024 RMK AO2 SLP240 T01000022 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T06:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","35","54","0.00",,"-0.05","3","49","30.27","BKN:07 130 BKN:07 180 BKN:07 220","29.18","10.00","45","010",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14805/12/20 06:52:02 METAR KATL 121152Z 01004KT 10SM BKN130 BKN180 BKN220 12/02 A3028 RMK AO2 PRESRR SLP252 VIRGA NE-E T01220017 10122 20094 53017 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","54",,,"-0.05","3","49","30.27",,"29.17","9.94","45","010",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072219 32966 60104 10122 20017 39877 40252 53017 91152 333 10206 20094 555 91212=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T07:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.30","36","56","0.00",,,,"47","30.29","FEW:02 90 BKN:07 150 BKN:07 200","29.19","10.00","47","050",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12205/12/20 07:52:02 METAR KATL 121252Z 05008KT 10SM FEW090 BKN150 BKN200 13/02 A3030 RMK AO2 SLP259 ACC ALQDS T01330022 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T08:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.31","37","58","0.00",,,,"46","30.30","FEW:02 95 SCT:04 150 SCT:04 200","29.21","10.00","48","080",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/12/20 08:52:02 METAR KATL 121352Z 08008KT 10SM FEW095 SCT150 SCT200 14/03 A3031 RMK AO2 SLP262 ACC DSNT NW-N T01440028 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T09:50:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.29","36","63",,,,,"37",,"FEW:02 1 FEW:02 140 SCT:04 200","29.18","10.00","50","070",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11105/12/20 09:50:02 SPECI KATL 121450Z 07009KT 10SM FEW001 FEW140 SCT200 17/02 A3029 RMK AO2 FU FEW001 FIBI (KAF)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T09:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.29","36","62","0.00",,"-0.01","0","38","30.28","FEW:02 1 FEW:02 140 SCT:04 200","29.18","10.00","49","100",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12905/12/20 09:52:02 METAR KATL 121452Z 10007KT 10SM FEW001 FEW140 SCT200 17/02 A3029 RMK AO2 SLP255 FU FEW001 T01670022 50003 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T10:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.29","36","64","0.00",,,,"35","30.29","FEW:02 140 SCT:04 200 BKN:07 250","29.18","10.00","50","030",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/12/20 10:52:02 METAR KATL 121552Z 03005KT 10SM FEW140 SCT200 BKN250 18/02 A3029 RMK AO2 SLP256 T01780022 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T11:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","38","65","0.00",,,,"37","30.27","FEW:02 140 SCT:04 200 BKN:07 250","29.18","10.00","51","100",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/12/20 11:52:02 METAR KATL 121652Z 10006KT 10SM FEW140 SCT200 BKN250 18/03 A3028 RMK AO2 SLP250 T01830033 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
"72219013874","2020-05-12T12:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","39","67","0.00",,"+0.03","8","36","30.25","FEW:02 140 SCT:04 200 SCT:04 250","29.15","10.00","53","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13105/12/20 12:52:02 METAR KATL 121752Z 12004KT 10SM FEW140 SCT200 SCT250 19/04 A3026 RMK AO2 SLP244 T01940039 10194 20122 58010 (KAF)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-03-27"
